pinx,sale_id,sale_price,sale_date,use_type,area,lot_sf,wfnt,bldg_grade,tot_sf,beds,baths,age,eff_age,longitude,latitude
..8584800100,2010..8168,437625,2010-04-29,townhouse,15,1029,0,9,1620,2,2.5,1,1,-122.316414232425,47.6205753197303
..8584800110,2010..8536,498500,2010-04-29,townhouse,15,1029,0,9,1620,2,2.5,1,1,-122.3164135076,47.6205310202635
..8584800120,2010..4210,485000,2010-03-18,townhouse,15,1029,0,9,1620,3,2.5,1,1,-122.316412773615,47.6204867215639
..8601900050,2013..26853,757500,2013-08-21,sfr,15,5175,0,8,2660,4,2.5,101,101,-122.294044595291,47.6051204065088
..8601900075,2013..14948,739000,2013-05-22,sfr,15,6600,0,9,2030,3,1.5,109,109,-122.294576671498,47.6049356955642
..8670900055,2016..41841,1050000,2016-12-02,sfr,13,4000,0,8,2210,4,1.75,97,97,-122.315630838609,47.637016952187
..8670900060,2010..16505,1080000,2010-08-13,sfr,13,4000,0,9,3680,5,3.25,96,96,-122.31546870812,47.6370163816892
..8670900095,2013..20380,900000,2013-07-08,sfr,13,4000,0,8,3280,4,2.0,94,94,-122.316283736954,47.6374580709672
..8670900105,2011..9504,1130000,2011-06-06,sfr,13,4100,0,9,4050,5,3.0,96,96,-122.315957555181,47.6374569186134
..8670900115,2011..1884,1200000,2011-02-07,sfr,13,5275,0,9,3160,4,3.25,95,95,-122.315607048119,47.637456541902
..8670900120,2011..7076,912500,2011-04-28,sfr,13,5250,0,8,3060,5,2.25,89,89,-122.315393161726,47.6374549138676
..8670900140,2014..22988,995000,2014-07-29,sfr,13,3800,0,9,3200,3,2.25,100,100,-122.316764581132,47.6380396265384
..8670900155,2010..23162,675000,2010-12-13,sfr,13,3800,0,7,3230,3,2.0,98,98,-122.316278408649,47.6380409326318
..8670900195,2011..12967,810000,2011-07-13,sfr,13,3952,0,8,1720,3,2.0,91,91,-122.315826953905,47.6378075813662
..8712100010,2016..31759,760000,2016-09-08,sfr,13,4636,0,7,2860,5,3.0,91,91,-122.301356499545,47.6392857509181
..8712100020,2015..1479,600000,2015-01-27,sfr,13,4636,0,7,1290,2,1.0,91,91,-122.301032003343,47.6392838055305
..8712100060,2013..4921,720000,2013-02-28,sfr,13,3280,0,7,2650,4,2.5,91,91,-122.300786810208,47.6388313993412
..8712100095,2014..11768,375000,2014-05-06,sfr,13,3090,0,6,860,2,1.75,89,89,-122.301506006537,47.6385086023197
..8712100095,2016..23273,500000,2016-07-12,sfr,13,3090,0,6,860,2,1.75,91,91,-122.301506006537,47.6385086023197
..8712100125,2010..931,505000,2010-01-22,sfr,13,3279,0,7,1920,2,1.0,90,90,-122.300795085003,47.6383766360808
..8712100145,2011..17123,517500,2011-09-14,sfr,13,5900,0,8,2570,3,1.75,100,100,-122.301258380473,47.6382206385557
..8712100175,2015..12485,681000,2015-05-05,sfr,13,3988,0,7,1480,3,1.0,101,101,-122.300839943866,47.6381402822353
..8712100225,2013..16559,725000,2013-06-10,sfr,13,4178,0,8,1520,4,1.75,101,101,-122.300191856244,47.6392558973002
..8712100270,2016..17639,725000,2016-05-27,sfr,13,4178,0,7,1490,3,1.75,106,106,-122.300209862446,47.6382691043368
..8712100290,2016..12854,907000,2016-04-25,sfr,13,4178,0,7,2500,3,2.5,94,94,-122.299747143915,47.6381575413237
..8712100315,2012..13987,609500,2012-06-19,sfr,13,4178,0,7,1770,4,1.75,90,90,-122.299737107049,47.6387057222431
..8712100320,2015..24648,1250000,2015-07-21,sfr,13,4178,0,8,2350,5,2.75,93,0,-122.299735101323,47.6388153598939
..8712100350,2014..28735,1350000,2014-09-09,sfr,13,5164,0,9,3030,4,3.25,89,89,-122.299085986148,47.6393700659938
..8712100375,2010..15459,637000,2010-08-09,sfr,13,4414,0,8,2460,3,2.25,86,86,-122.299096400113,47.6388126957947
..8712100435,2014..34957,1197000,2014-11-10,sfr,13,4407,0,8,3940,6,3.5,93,93,-122.29912295844,47.6374246350952
..8712100475,2013..9360,737500,2013-04-12,sfr,13,4403,0,7,1430,2,1.75,97,97,-122.299138438779,47.6366564415962
..8712100495,2011..10236,705000,2011-06-09,sfr,13,4402,0,8,2110,4,2.5,101,101,-122.299147288544,47.6362174705127
..8712100495,2016..30921,1000000,2016-08-31,sfr,13,4402,0,8,2110,4,2.5,106,106,-122.299147288544,47.6362174705127
..8712100530,2014..24383,895000,2014-08-13,sfr,13,4178,0,8,2710,4,2.0,88,88,-122.300227931889,47.6373201977641
..8712100575,2011..6983,737500,2011-04-26,sfr,13,5589,0,9,2750,5,2.5,101,101,-122.300246532784,47.6363696269189
..8712100575,2014..26758,915000,2014-08-28,sfr,13,5589,0,9,2750,5,2.5,104,104,-122.300246532784,47.6363696269189
..8712100605,2014..33306,840000,2014-10-28,sfr,13,3671,0,8,2100,4,2.25,85,85,-122.299790889022,47.6359396794591
..8712100630,2013..8098,660000,2013-04-03,sfr,13,3880,0,8,1750,3,1.75,84,84,-122.299784561242,47.6362479925914
..8712100640,2013..16704,525000,2013-06-05,sfr,13,3881,0,8,1120,2,1.0,84,84,-122.299782542949,47.6363499324909
..8712100690,2012..9101,717000,2012-04-26,sfr,13,4178,0,8,2440,5,2.5,97,97,-122.299765543915,47.637208194874
..8712100705,2013..11115,750000,2013-04-29,sfr,13,4178,0,8,2490,4,2.0,90,90,-122.299759003182,47.6375374259626
..8712100720,2014..24824,785000,2014-08-15,sfr,13,5015,0,7,2090,3,2.0,94,94,-122.30119206188,47.6377623013515
..8712100725,2013..8341,775000,2013-04-05,sfr,13,4250,0,8,3000,7,3.0,101,101,-122.301195014997,47.6376129664486
..8712100740,2016..40827,790000,2016-11-02,sfr,13,4250,0,8,1930,3,1.0,112,112,-122.301202961318,47.6372018849547
..8712100750,2012..18331,450000,2012-07-26,sfr,13,4250,0,7,2250,4,1.0,73,73,-122.301208267134,47.6369278381319
..8712100760,2014..29941,721000,2014-09-24,sfr,13,4250,0,7,1790,4,1.75,99,0,-122.301213575497,47.6366537921078
..8712100765,2015..21298,655000,2015-06-29,sfr,13,4250,0,8,3180,3,1.75,95,95,-122.301216227681,47.6365167686616
..8712100780,2010..11397,625000,2010-06-09,sfr,13,3870,0,7,2630,4,1.75,90,90,-122.301223825327,47.6361262999392
..8712100780,2013..11621,705000,2013-04-28,sfr,13,3870,0,7,2630,4,1.75,93,93,-122.301223825327,47.6361262999392
..8712100790,2014..18810,952500,2014-07-01,sfr,13,5055,0,10,3970,4,1.5,104,104,-122.301226562743,47.6359820515276
..8712100790,2016..39867,1200000,2016-09-24,sfr,13,5055,0,10,3970,4,1.5,106,106,-122.301226562743,47.6359820515276
..8712100790,2016..39868,1200000,2016-10-26,sfr,13,5055,0,10,3970,4,1.5,106,106,-122.301226562743,47.6359820515276
..8712100815,2010..15711,775000,2010-07-26,sfr,13,4250,0,7,3030,4,2.75,72,72,-122.300833534876,47.6363772503594
..8712100855,2016..13940,949000,2016-05-10,sfr,13,4250,0,9,2450,3,1.5,86,86,-122.300812223051,47.6374739590492
..8712100860,2012..25243,715000,2012-09-27,sfr,13,4250,0,8,2310,3,1.5,82,82,-122.300809558409,47.63761104775
..8722100020,2013..26938,582000,2013-08-22,sfr,13,4800,0,7,1780,3,2.75,34,34,-122.302314412012,47.6390392848848
..8722100030,2015..9638,632750,2015-04-07,sfr,13,4800,0,7,1800,4,2.0,97,97,-122.302240862784,47.6388297170089
..8722100055,2013..31163,530150,2013-09-18,sfr,13,4800,0,7,2170,3,1.75,99,99,-122.302127113968,47.6385053505547
..8722100060,2015..25674,800000,2015-07-16,sfr,13,4800,0,7,2580,6,2.5,94,94,-122.302089701076,47.6383985554485
..8722100080,2016..19693,1010000,2016-06-16,sfr,13,4800,0,8,2540,3,2.5,95,95,-122.301977459148,47.638078172804
..8722100090,2013..11293,827832,2013-04-30,sfr,13,3765,0,8,3520,4,3.5,92,92,-122.301886603825,47.637878133268
..8722100095,2010..9255,534500,2010-05-11,sfr,13,4468,0,7,2230,5,1.5,89,89,-122.30188408157,47.6377763141708
..8722100120,2016..43998,701950,2016-12-05,sfr,13,4400,0,7,2740,6,2.0,95,95,-122.301898219494,47.6373112978165
..8722100130,2011..5672,599000,2011-04-08,sfr,13,5803,0,8,2280,3,1.5,74,74,-122.303041404016,47.6393732747737
..8722100200,2016..39343,1440000,2016-11-09,sfr,13,4800,0,8,3940,5,4.25,94,94,-122.302488519941,47.6378750260117
..8722100205,2013..11274,620000,2013-04-23,sfr,13,4562,0,8,2140,5,2.0,87,87,-122.302447293469,47.6377691067525
..8722100315,2010..5135,660000,2010-03-17,sfr,13,5394,0,7,1770,4,1.75,85,85,-122.303414379947,47.6382877646962
..8722100320,2015..37781,940000,2015-10-27,sfr,13,4100,0,8,1990,4,2.0,94,29,-122.303315560595,47.6381944442047
..8722100335,2010..17651,729000,2010-09-14,sfr,13,4800,0,8,2860,4,2.25,98,98,-122.305166189612,47.6392822690548
..8722100340,2013..27512,1455000,2013-08-27,sfr,13,4118,0,9,3760,4,3.5,0,0,-122.305007242058,47.6392817415511
..8722100445,2012..33685,725000,2012-12-18,sfr,13,7247,0,8,2050,4,1.75,100,100,-122.305736902612,47.6392820352211
..8722100460,2015..38690,1450000,2015-11-10,sfr,13,8964,0,9,1780,5,1.0,93,93,-122.305761180307,47.6389027424908
..8722100470,2013..14876,652750,2013-05-19,sfr,13,5885,0,8,2050,3,2.0,94,94,-122.305600769388,47.6388177700332
..8722100500,2012..12618,605000,2012-06-05,sfr,13,5938,0,8,1250,2,1.0,100,100,-122.305214912322,47.6386132791681
..8722100570,2015..8471,1600000,2015-04-03,sfr,13,5735,0,10,2940,3,2.75,58,58,-122.304488637812,47.6381024521361
..8722100580,2013..40282,735000,2013-12-05,sfr,13,4609,0,8,1800,3,1.5,88,88,-122.306915026465,47.6393472293544
..8722100600,2016..38688,900000,2016-10-28,sfr,13,3502,0,9,2200,3,2.5,26,26,-122.306921726484,47.639182201321
..8722100690,2011..5304,810000,2011-04-08,sfr,13,4002,0,9,2090,4,2.0,85,85,-122.306269960556,47.6384844830727
..8722100710,2010..7029,699000,2010-04-20,sfr,13,6137,0,8,1940,3,1.75,84,84,-122.305808890083,47.6383503218327
..8722100735,2010..15809,665000,2010-08-12,sfr,13,7023,0,8,1190,3,1.5,84,84,-122.305353111327,47.6381124490307
..8722100735,2013..37026,730000,2013-11-14,sfr,13,7023,0,8,1190,3,1.5,87,87,-122.305353111327,47.6381124490307
..8722100735,2016..19653,935000,2016-06-07,sfr,13,7023,0,8,1190,3,1.5,90,90,-122.305353111327,47.6381124490307
..8722100785,2012..6199,720000,2012-03-24,sfr,13,3168,0,9,2020,3,1.5,80,80,-122.307103421964,47.6385290013681
..8722100790,2013..11405,685000,2013-04-25,sfr,13,2318,0,9,1760,3,3.0,0,0,-122.307136235563,47.638391598477
..8722100790,2015..37323,900000,2015-10-23,sfr,13,2318,0,9,1760,3,3.0,2,2,-122.307136235563,47.638391598477
..8722100805,2011..8396,625000,2011-05-17,sfr,13,3458,0,8,2250,3,1.5,83,83,-122.306697517084,47.6382503813089
..8722100810,2014..19814,1050000,2014-07-08,sfr,13,3433,0,8,2250,4,2.75,87,1,-122.306565636133,47.6381852290809
..8722100810,2016..1541,1377000,2016-01-27,sfr,13,3433,0,8,2250,4,2.75,89,3,-122.306565636133,47.6381852290809
..8722100815,2016..15150,1103500,2016-05-24,sfr,13,3408,0,8,1940,3,2.5,90,90,-122.306433754433,47.6381200763704
..8722100825,2015..11429,1049000,2015-04-29,sfr,13,3357,0,8,2680,4,3.25,89,89,-122.306169993925,47.6379897716497
..8722100830,2013..6291,740000,2013-03-18,sfr,13,3332,0,8,2550,3,2.5,87,87,-122.306038115182,47.6379246184379
..8722100840,2016..28652,825000,2016-08-22,sfr,13,3281,0,7,2210,2,1.5,90,90,-122.305774356375,47.6377943123482
..8722100850,2011..21720,652000,2011-11-08,sfr,13,3230,0,8,1820,2,1.75,85,85,-122.305510599452,47.6376640058554
..8722100860,2015..31142,840000,2015-09-03,sfr,13,3180,0,7,2180,3,2.5,87,87,-122.305246842054,47.637533699554
..8722100865,2012..27598,405000,2012-10-24,sfr,13,3154,0,7,1280,4,2.5,87,87,-122.305114951112,47.6374685399692
..8722100870,2013..36660,778500,2013-11-07,sfr,13,5769,0,9,3150,4,3.0,88,88,-122.307119502488,47.6381493894634
..8722100875,2013..30937,646500,2013-09-25,sfr,13,3876,0,8,1680,3,2.0,88,88,-122.306962806071,47.6380464675775
..8722100910,2015..14367,820000,2015-05-18,sfr,13,3357,0,8,1930,4,2.5,90,90,-122.306408140995,47.6377814568782
..8722100920,2015..31463,850000,2015-09-10,sfr,13,3306,0,8,1840,3,2.75,90,11,-122.306137447745,47.6376521356433
..8722100960,2015..31398,700000,2015-09-11,sfr,13,2801,0,7,1620,3,1.75,87,87,-122.304811668518,47.6373308303754
..8722100980,2010..23424,810000,2010-12-06,sfr,13,6526,0,8,2330,3,2.25,84,84,-122.304527384374,47.6370305228292
..8722100990,2012..15331,600000,2012-06-29,sfr,13,6425,0,8,2350,4,2.25,86,86,-122.304263985695,47.6369027447602
..8722101000,2013..15172,611000,2013-05-28,sfr,13,6324,0,7,1550,5,1.0,88,88,-122.304000586687,47.6367749649818
..8722101020,2012..6931,677050,2012-03-28,sfr,13,6171,0,7,2450,3,1.0,87,87,-122.303605493178,47.636583294539
..8722101045,2010..15682,840000,2010-08-03,sfr,13,4062,0,8,1380,4,1.75,84,84,-122.303188360989,47.6363184740547
..8722101050,2012..6765,652000,2012-04-04,sfr,13,4195,0,8,1510,4,1.75,86,86,-122.30311922552,47.6364592280355
..8722101075,2011..10917,685000,2011-06-22,sfr,13,6625,0,8,2710,3,2.25,109,109,-122.304199507769,47.6375102897062
..8722101100,2015..8041,739000,2015-03-19,sfr,13,5160,0,8,2050,3,1.75,89,89,-122.303857840324,47.6373321355653
..8722101110,2013..7102,890000,2013-03-20,sfr,13,6063,0,9,3750,5,2.5,85,85,-122.303718952611,47.63725915037
..8722101135,2013..36430,590000,2013-11-07,sfr,13,3899,0,8,1440,2,1.5,86,86,-122.303234843166,47.6369530069951
..8722101150,2011..19894,585000,2011-10-20,sfr,13,3100,0,9,2940,3,2.25,84,84,-122.304226398031,47.6379249033788
..8722101160,2013..614,900000,2013-01-07,sfr,13,6071,0,8,3200,4,2.0,101,101,-122.303974310023,47.6379509335009
..8722101280,2012..20124,675000,2012-08-14,sfr,13,2320,0,8,2040,3,2.25,85,0,-122.302503990846,47.6364158680237
..8722101280,2014..2803,749000,2014-02-10,sfr,13,2320,0,8,2040,3,2.25,87,2,-122.302503990846,47.6364158680237
..8722101335,2015..15418,640000,2015-05-22,sfr,13,4070,0,7,2300,5,3.0,97,97,-122.30191440478,47.6366149987962
..8722101360,2014..37860,780000,2014-12-02,sfr,13,4400,0,8,1660,4,2.0,103,103,-122.301922714482,47.6361844218622
..8722101365,2015..17392,825000,2015-06-05,sfr,13,4400,0,8,2040,3,2.0,105,105,-122.301924810089,47.6360757386013
..8722101370,2015..10020,625000,2015-04-13,sfr,13,4431,0,8,2180,4,1.75,103,103,-122.30192715724,47.6359635656694
..8722101375,2013..7739,535000,2013-04-01,sfr,13,4369,0,8,1370,2,1.0,89,89,-122.301928190864,47.6358547133378
..8728100660,2013..1487,292100,2013-01-28,townhouse,15,1885,0,8,2000,3,3.5,0,0,-122.305366830863,47.5920623427471
..8728100660,2013..39883,640000,2013-12-12,townhouse,15,1885,0,8,2000,3,3.5,0,0,-122.305366830863,47.5920623427471
..8728100661,2013..40023,480000,2013-12-12,townhouse,15,1490,0,8,2000,3,3.5,0,0,-122.305493167539,47.5920721076495
..8728100662,2013..40797,459950,2013-12-12,townhouse,15,1321,0,8,1660,3,3.5,0,0,-122.305623654184,47.5920899830204
..8728100671,2013..41555,260000,2013-12-31,townhouse,15,2242,0,7,1220,3,1.5,15,15,-122.305902649851,47.5924821677973
..8728100755,2016..25126,450000,2016-07-22,sfr,15,3600,0,7,1440,3,1.5,20,20,-122.305281759183,47.5927983257387
..8728100761,2013..27281,394000,2013-08-23,townhouse,15,1518,0,8,1500,3,3.5,7,7,-122.305392262946,47.5927255996169
..8728100763,2013..15647,385500,2013-05-30,townhouse,15,1355,0,8,1470,3,3.5,7,7,-122.305493195812,47.59273430504
..8728100765,2012..27814,352500,2012-10-19,townhouse,15,1400,0,8,1380,3,3.5,6,6,-122.305494087023,47.5928854372984
..8728100775,2015..4848,190500,2015-03-09,townhouse,15,1150,0,8,1110,3,1.5,8,8,-122.305665756355,47.5928831268464
..8728100781,2014..13190,375000,2014-05-16,townhouse,15,1751,0,8,1100,3,1.5,7,7,-122.305684479509,47.5927098917163
..8728100804,2015..30866,589000,2015-09-02,townhouse,15,1422,0,9,1920,3,2.25,0,0,-122.304590808467,47.5925152470754
..8728100805,2015..24387,565000,2015-07-14,townhouse,15,1525,0,9,1510,3,2.25,0,0,-122.304805790483,47.5925121729985
..8728100806,2015..12722,650000,2015-05-04,townhouse,15,1991,0,9,1730,3,2.25,0,0,-122.304880813465,47.592429770783
..8728100807,2015..26352,584950,2015-08-03,townhouse,15,1872,0,9,1450,3,2.25,0,0,-122.304634558397,47.5924328932337
..8728100808,2015..38975,555000,2015-11-12,townhouse,15,1452,0,9,1920,4,2.25,0,0,-122.304412251617,47.5924273730068
..8728100809,2015..37429,569950,2015-10-23,townhouse,15,1537,0,9,1920,4,2.25,0,0,-122.304392588517,47.5925082328
..8728100825,2015..34768,419950,2015-10-06,sfr,15,2925,0,7,1310,3,1.5,17,17,-122.304826185975,47.5921006494418
..8728100830,2012..14623,319000,2012-06-20,sfr,15,2925,0,7,1310,3,1.5,14,14,-122.304694477515,47.5921009782136
..8805900065,2014..35209,1160000,2014-11-12,sfr,13,7019,0,10,5160,5,3.25,87,87,-122.302260747285,47.643917282296
..8805900070,2011..16317,557000,2011-08-26,sfr,13,2925,0,7,1830,3,1.0,86,86,-122.30176265115,47.6429186985494
..8805900080,2012..21154,565000,2012-08-16,sfr,13,2825,0,7,1840,3,2.0,92,92,-122.301763334399,47.6428139363902
..8805900080,2015..12289,750000,2015-04-30,sfr,13,2825,0,7,1840,3,2.0,95,95,-122.301763334399,47.6428139363902
..8805900095,2014..557,660000,2014-01-14,sfr,13,3750,0,8,1880,4,1.75,88,88,-122.301534204675,47.6429465555467
..8805900100,2011..17638,747000,2011-09-20,sfr,13,3700,0,8,1840,3,2.0,85,85,-122.301382048273,47.6429458870981
..8805900165,2015..38401,815000,2015-10-29,sfr,13,3150,0,7,3240,5,3.0,91,91,-122.301764825691,47.6425941513865
..8805900230,2013..31374,830000,2013-09-24,sfr,13,3000,0,8,2410,3,3.5,91,91,-122.300578136364,47.6426005116308
..8805900305,2010..3327,360000,2010-03-04,sfr,13,5600,0,7,2570,3,2.0,88,88,-122.30294235445,47.6426805109903
..8805900305,2010..14514,642500,2010-07-19,sfr,13,5600,0,7,2570,3,2.0,88,88,-122.30294235445,47.6426805109903
..8805900320,2014..9738,575000,2014-04-22,sfr,13,2512,0,8,1750,2,1.75,88,88,-122.302588048373,47.6426086107111
..8805900415,2016..9639,1230000,2016-04-05,sfr,13,6000,0,8,2300,3,2.5,92,92,-122.304515803341,47.6426867010176
..8805900430,2014..40275,1151250,2014-12-29,sfr,13,4875,0,9,2630,5,2.25,89,89,-122.304063277141,47.6426346733323
..8805900506,2015..38734,849950,2015-11-03,sfr,13,5160,0,10,2200,3,2.5,21,21,-122.306811557703,47.6422641246961
..8805900515,2011..11715,558085,2011-06-27,sfr,13,5160,0,9,1550,4,1.5,80,80,-122.306896321403,47.6421763989677
..8805900565,2016..16639,975000,2016-04-29,sfr,13,3655,0,8,2380,3,2.0,86,86,-122.306162809648,47.6420264862773
..8805900570,2014..27789,808000,2014-09-11,sfr,13,4104,0,8,2190,4,2.25,86,86,-122.306353384759,47.6418928904001
..8805900600,2013..20959,715000,2013-07-09,sfr,13,3200,0,9,2560,3,2.25,83,83,-122.305812115398,47.6418775759412
..8805900660,2016..6361,1200000,2016-03-18,sfr,13,4500,0,8,2720,5,1.75,91,91,-122.304597934197,47.6422294953475
..8805900685,2012..8663,509000,2012-04-26,sfr,13,4000,0,7,1010,2,1.0,93,93,-122.304121546143,47.6421453912676
..8805900710,2012..16894,730000,2012-07-16,sfr,13,4000,0,8,1670,4,2.0,88,88,-122.304975613076,47.6419567244741
..8805900745,2011..6516,565000,2011-04-07,sfr,13,3240,0,8,1300,3,1.75,89,89,-122.304041481293,47.6420162185636
..8805900745,2011..6517,565000,2011-04-07,sfr,13,3240,0,8,1300,3,1.75,89,89,-122.304041481293,47.6420162185636
..8805900755,2013..5616,800000,2013-03-12,sfr,13,4000,0,9,3720,3,2.25,88,88,-122.303487182661,47.6422937549149
..8805900775,2015..14773,805000,2015-05-20,sfr,13,3000,0,8,1400,3,1.75,90,90,-122.303101720472,47.642223739778
..8805900825,2013..17505,1150000,2013-06-11,sfr,13,4000,0,9,3150,4,3.5,90,0,-122.303083856108,47.6419495038132
..8805900855,2016..27617,756000,2016-08-15,sfr,13,4000,0,8,2000,4,1.75,91,91,-122.301757175502,47.642287081168
..8805900915,2013..24322,705000,2013-07-23,sfr,13,4000,0,8,2870,4,1.5,92,92,-122.30176103043,47.6418759020449
..8805900960,2015..30663,740000,2015-09-03,sfr,13,4000,0,8,2050,5,1.75,95,95,-122.300868018538,47.6419409987083
..8805900965,2016..35792,1030000,2016-10-10,sfr,13,4000,0,8,2440,4,2.5,96,96,-122.300543504447,47.6419397520215
..8805901050,2013..27729,825000,2013-08-29,sfr,13,4944,0,9,3150,4,2.25,86,86,-122.299366107675,47.643769036021
..9103000115,2015..41467,1775000,2015-12-08,sfr,15,3991,0,7,1870,4,1.75,74,74,-122.290527274528,47.6187517948591
..9103000140,2013..26606,749000,2013-08-20,sfr,14,3397,0,8,2270,3,1.75,89,89,-122.289287122483,47.6185728190537
..9103000180,2012..5550,771500,2012-03-21,sfr,14,4155,0,8,1810,4,2.0,102,102,-122.289924852219,47.6190087213415
..9103000215,2011..21912,1400000,2011-11-09,sfr,14,4161,0,9,3020,3,2.5,6,6,-122.289229459205,47.6193240105128
..9103000290,2014..8346,862500,2014-03-28,sfr,14,4213,0,8,3360,4,2.5,98,98,-122.288480882508,47.6191472015454
..9103000320,2013..642,685000,2013-01-15,sfr,14,6158,0,8,2100,4,1.5,98,98,-122.28923812717,47.6189360177275
..9103000355,2015..19507,950000,2015-06-23,sfr,14,4000,0,8,2590,4,3.5,38,0,-122.287389580663,47.6185901704754
..9103000360,2014..40329,825000,2014-12-18,sfr,14,4000,0,8,2180,4,2.5,94,9,-122.287551767039,47.6185906419635
..9103000365,2014..18078,915000,2014-06-20,sfr,14,4000,0,9,2660,3,3.25,11,11,-122.287713956445,47.6185911125437
..9103000365,2016..25008,1100000,2016-07-21,sfr,14,4000,0,9,2660,3,3.25,13,13,-122.287713956445,47.6185911125437
..9103000380,2011..10339,647200,2011-06-10,sfr,14,4000,0,8,2500,3,2.0,101,12,-122.288200517661,47.6185925261442
..9103000393,2014..27751,1225000,2014-09-10,sfr,14,4426,0,10,3732,5,4.5,13,13,-122.288253640191,47.6188435434829
..9103000410,2010..22177,1175000,2010-11-18,sfr,14,3865,0,9,3340,4,3.5,2,2,-122.287873677764,47.6188954530434
..9103000420,2011..4224,1150000,2011-03-24,sfr,14,4000,0,8,3430,3,3.0,96,96,-122.287550031196,47.6188976487033
..9103000420,2011..4225,1150000,2011-03-24,sfr,14,4000,0,8,3430,3,3.0,96,96,-122.287550031196,47.6188976487033
..9103000455,2015..11345,920000,2015-04-24,sfr,14,4265,0,9,2190,4,3.25,0,0,-122.28955234997,47.617808704115
..9103000456,2015..30674,930000,2015-08-11,sfr,14,4965,0,8,2540,3,2.5,0,0,-122.289352771151,47.6178564861558
..9103000480,2011..14343,397950,2011-08-08,sfr,14,4070,0,7,1030,2,1.0,96,96,-122.289812099043,47.6179930128867
..9103000495,2013..30860,635000,2013-09-19,sfr,14,3712,0,8,2800,4,2.0,100,100,-122.28936122262,47.6181585370058
..9103000505,2013..31750,1100000,2013-09-28,sfr,14,6380,0,9,3020,3,1.75,99,99,-122.287896637612,47.6177918319887
..9103000515,2016..16465,917000,2016-05-27,sfr,14,3210,0,8,1220,4,2.25,104,104,-122.287893794087,47.6179207475912
..9103000540,2011..13879,738500,2011-07-27,sfr,14,7252,0,8,2960,4,1.75,34,34,-122.288246844989,47.6181389838163
..9103000550,2016..39154,1000000,2016-11-03,sfr,14,3368,0,8,2540,5,2.75,83,83,-122.288457648231,47.6181051884136
..9103000688,2011..18435,1335000,2011-09-28,sfr,14,5096,0,10,3860,3,3.5,6,6,-122.286004961158,47.6185869562983
..9103000710,2012..12873,1300000,2012-06-07,sfr,14,5536,0,9,4260,4,3.25,64,7,-122.286119401278,47.6187921638214
..9103000715,2014..35251,1350000,2014-11-12,sfr,14,5217,0,9,3600,4,3.5,67,0,-122.286131591016,47.6189296912662
..9103000720,2010..22634,760000,2010-12-02,sfr,14,7672,0,9,1980,4,2.0,61,61,-122.286113920648,47.6190911078595
..9126100020,2016..22117,600000,2016-07-07,sfr,15,1800,0,6,700,2,1.0,116,116,-122.305816081893,47.6101621937084
..9126100060,2014..37824,520000,2014-12-09,sfr,15,3600,0,7,1560,3,2.75,20,20,-122.305934203818,47.6097337556269
..9126100071,2014..1997,350000,2014-02-03,sfr,15,5400,0,7,1200,2,1.0,114,114,-122.305936872168,47.6095074087728
..9126100071,2016..11944,965000,2016-04-27,sfr,15,5400,0,7,1200,2,1.0,116,116,-122.305936872168,47.6095074087728
..9126100110,2012..16148,550000,2012-07-05,sfr,15,5400,0,8,2980,4,2.5,112,112,-122.305401228454,47.6091770238736
..9126100155,2011..1835,428000,2011-02-14,sfr,15,2100,0,7,1670,3,2.0,104,0,-122.305561272176,47.6098561540447
..9126100155,2012..23755,435000,2012-09-14,sfr,15,2100,0,7,1670,3,2.0,105,1,-122.305561272176,47.6098561540447
..9126100156,2012..15960,250000,2012-06-22,sfr,15,2550,0,6,990,2,1.0,109,109,-122.305324412649,47.6098143485272
..9126100275,2011..23709,310000,2011-12-09,sfr,15,3600,0,7,1240,2,2.25,18,18,-122.305403229081,47.6085643737006
..9126100275,2015..17565,515000,2015-06-08,sfr,15,3600,0,7,1240,2,2.25,22,22,-122.305403229081,47.6085643737006
..9126100311,2013..8382,450000,2013-04-03,sfr,15,2720,0,7,2000,3,2.0,107,107,-122.30603381868,47.6077737649729
..9126100316,2010..13889,390000,2010-07-06,sfr,15,2800,0,7,1530,3,2.0,104,104,-122.306034204101,47.6076792716184
..9126100331,2013..9580,440000,2013-04-10,sfr,15,3600,0,7,1150,2,1.0,110,110,-122.305955814335,47.6074257851352
..9126100344,2016..8134,629950,2016-03-24,townhouse,15,991,0,8,1380,3,2.0,1,1,-122.305227867091,47.6073831727653
..9126100345,2010..20641,380000,2010-11-02,sfr,15,1801,0,8,1570,2,2.0,11,11,-122.305525721326,47.6074659265623
..9126100346,2016..7098,619950,2016-03-16,townhouse,15,1081,0,8,1380,3,2.0,1,1,-122.30536782751,47.6073834560804
..9126100348,2016..3127,610000,2016-02-10,townhouse,15,1531,0,8,1480,3,2.0,1,1,-122.305544276224,47.6073838139818
..9126100353,2014..1304,450000,2014-01-24,sfr,15,1801,0,8,1570,2,2.0,15,15,-122.305525432923,47.6075480744587
..9126100360,2012..27039,243000,2012-10-18,sfr,15,3600,0,6,620,2,1.0,89,89,-122.305403459554,47.6076299658092
..9126100436,2013..36319,625000,2013-11-05,sfr,15,5400,0,8,1960,3,2.5,17,17,-122.305957703898,47.6068952580006
..9126100458,2013..25043,645000,2013-08-05,sfr,15,3600,0,8,1930,3,2.5,12,12,-122.30595864613,47.606627722026
